単語, SVL, 回数
length, 2, 163
less, 2, 1476
lie, 2, 306
lift, 2, 475
likely, 2, 1513
limit, 2, 442
load, 2, 69
local, 2, 1435
lock, 2, 231
locker, 2, 60
lonely, 2, 26
lot, 2, 2052
loud, 2, 88
lovely, 2, 54
luck, 2, 157
mad, 2, 81
magic, 2, 152
main, 2, 847
male, 2, 242
maker, 2, 438
mama, 2, 11
manage, 2, 733
mankind, 2, 23
manager, 2, 1235
manner, 2, 133
march, 2, 438
mark, 2, 1021
married, 2, 179
mass, 2, 413
match, 2, 2648
mate, 2, 210
material, 2, 496
mathematics, 2, 15
maybe, 2, 500
meaning, 2, 201
measure, 2, 1143
medal, 2, 235
medical, 2, 609
medicine, 2, 195
melon, 2, 5
melt, 2, 48
mention, 2, 325
menu, 2, 154
merry, 2, 3
message, 2, 1085
metal, 2, 220
method, 2, 212
might, 2, 1692
mild, 2, 43
millimeter, 2, 14
million, 2, 4487
mix, 2, 191
model, 2, 892
modern, 2, 430
moment, 2, 1000
monster, 2, 61
monthly, 2, 183
mood, 2, 124
mosquito, 2, 76
movement, 2, 579
motor, 2, 207
mud, 2, 29
musical, 2, 205
murder, 2, 475
myself, 2, 301
mystery, 2, 102
nation, 2, 1321
national, 2, 2472
native, 2, 164
naturally, 2, 66
nature, 2, 365
navy, 2, 143
nearly, 2, 1286
neat, 2, 32
necklace, 2, 14
needle, 2, 34
neither, 2, 227
nephew, 2, 23
nervous, 2, 120
net, 2, 672
nest, 2, 39
niece, 2, 20
nineteenth, 2, 2
ninetieth, 2, 0
ninth, 2, 133
noble, 2, 55
nod, 2, 117
noisy, 2, 18
nor, 2, 237
normal, 2, 339
notice, 2, 294
nowhere, 2, 74
nut, 2, 54
object, 2, 272
occasion, 2, 187
ocean, 2, 252
offer, 2, 1467
officer, 2, 1108
official, 2, 4407
oneself, 2, 4
onion, 2, 11
opera, 2, 66
opinion, 2, 396
opposite, 2, 122
ought, 2, 45
ourselves, 2, 169
oven, 2, 10
owe, 2, 74
own, 2, 2778
owner, 2, 593
pack, 2, 152
package, 2, 199
pain, 2, 237
painful, 2, 112
painter, 2, 26
painting, 2, 125
pajamas, 2, 3
palace, 2, 573
pan, 2, 88
panda, 2, 5
papa, 2, 14
parade, 2, 101
pardon, 2, 61
particular, 2, 411
partly, 2, 155
passage, 2, 80
passenger, 2, 484
passport, 2, 103
path, 2, 260
patient, 2, 544
pattern, 2, 193
pause, 2, 60
pea, 2, 16
peace, 2, 753
peaceful, 2, 207
peach, 2, 10
peak, 2, 212
peanut, 2, 15
pearl, 2, 8
pepper, 2, 55
perfect, 2, 327
perform, 2, 365
period, 2, 949
permit, 2, 149
personal, 2, 619
photographer, 2, 144
pie, 2, 13
pillow, 2, 8
pin, 2, 58
pineapple, 2, 1
pizza, 2, 81
plain, 2, 59
planet, 2, 506
plastic, 2, 166
plate, 2, 91
platform, 2, 411
player, 2, 3408
pleasant, 2, 15
pleased, 2, 140
pleasure, 2, 40
plenty, 2, 247
poem, 2, 17
poet, 2, 43
poison, 2, 80
pole, 2, 48
policy, 2, 1696
polish, 2, 115
polite, 2, 32
pond, 2, 13
port, 2, 239
position, 2, 1078
positive, 2, 524
possibility, 2, 277
possible, 2, 1074
pour, 2, 107
powder, 2, 23
powerful, 2, 486
practical, 2, 82
praise, 2, 286
pray, 2, 89
precious, 2, 45
prefer, 2, 160
prepare, 2, 757
president, 2, 4809
press, 2, 940
prevent, 2, 675
pride, 2, 128
priest, 2, 50
prince, 2, 475
princess, 2, 69
print, 2, 848
prison, 2, 773
prisoner, 2, 390
private, 2, 722
prize, 2, 321
problem, 2, 1691
process, 2, 1034
probably, 2, 745
produce, 2, 1011
product, 2, 1030
professional, 2, 498
professor, 2, 475
profit, 2, 874
progress, 2, 583
program, 2, 1343
proof, 2, 161
proper, 2, 103
propose, 2, 410
protect, 2, 774
protection, 2, 342
prove, 2, 610
provide, 2, 923
public, 2, 2308
punish, 2, 167
pupil, 2, 100
pure, 2, 49
publish, 2, 803
purple, 2, 32
purse, 2, 19
puzzle, 2, 48
purpose, 2, 232
quietly, 2, 84
quite, 2, 614
quiz, 2, 23
racket, 2, 30
rail, 2, 126
railroad, 2, 16
railway, 2, 112
rainbow, 2, 17
raise, 2, 922
rank, 2, 512
rapid, 2, 154
rat, 2, 46
rate, 2, 1833
rather, 2, 842
raw, 2, 71
reader, 2, 147
realize, 2, 267
reason, 2, 1018
reasonable, 2, 74
recently, 2, 882
recover, 2, 515
record, 2, 2190
regard, 2, 173
regular, 2, 419
remain, 2, 2363
remove, 2, 246
repair, 2, 141
repeat, 2, 147
reply, 2, 165
report, 2, 5856
reporter, 2, 816
request, 2, 577
reserve, 2, 295
respect, 2, 488
responsible, 2, 402
result, 2, 1816
rest, 2, 694
ribbon, 2, 21
role, 2, 1241
roll, 2, 391
root, 2, 227
rough, 2, 111
route, 2, 336
row, 2, 397
ruler, 2, 79
royal, 2, 373
rumor, 2, 94
runner, 2, 203
rush, 2, 258
safety, 2, 745
sail, 2, 65
sailing, 2, 66
sailor, 2, 34
salary, 2, 189
sauce, 2, 27
saying, 2, 1678
schoolboy, 2, 10
schoolgirl, 2, 26
scientific, 2, 189
scientist, 2, 830
score, 2, 2548
scream, 2, 58
secretary, 2, 771
seller, 2, 110
sense, 2, 575
sentence, 2, 609
separate, 2, 437
serious, 2, 632
servant, 2, 56
serve, 2, 1220
service, 2, 2553
seventeenth, 2, 0
seventh, 2, 178
seventieth, 2, 0
sex, 2, 388
shade, 2, 33
shadow, 2, 100
shampoo, 2, 8
share, 2, 2109
sheet, 2, 137
shock, 2, 258
shoot, 2, 173
shore, 2, 102
shot, 2, 3474
shrimp, 2, 8
shout, 2, 135
sight, 2, 181
signal, 2, 380
silence, 2, 161
silk, 2, 95
silly, 2, 40
similar, 2, 747
single, 2, 808
sink, 2, 106
sir, 2, 239
sixteenth, 2, 1
sixth, 2, 302
sixtieth, 2, 0
skate, 2, 47
skirt, 2, 26
skating, 2, 41
slide, 2, 142
slip, 2, 258
smooth, 2, 69
social, 2, 1366
society, 2, 661
sock, 2, 26
sofa, 2, 10
soldier, 2, 899
solid, 2, 181
solve, 2, 188
somewhere, 2, 116
sort, 2, 427
spaghetti, 2, 11
spare, 2, 120
speaking, 2, 698
speech, 2, 849
spell, 2, 174
spelling, 2, 8
spider, 2, 16
spirit, 2, 180
spoken, 2, 147
spot, 2, 736
spread, 2, 519
stage, 2, 964
stair, 2, 29
standard, 2, 1309
state, 2, 5496
steak, 2, 8
steal, 2, 211
steam, 2, 68
steel, 2, 119
stereo, 2, 6
stick, 2, 363
stomach, 2, 67
storm, 2, 483
stranger, 2, 93
straw, 2, 31
strawberry, 2, 11
stream, 2, 392
strength, 2, 321
stretch, 2, 245
strike, 2, 1044
struggle, 2, 931
stuff, 2, 272
stupid, 2, 61
style, 2, 461
subject, 2, 397
succeed, 2, 299
success, 2, 799
successful, 2, 511
sudden, 2, 99
suffer, 2, 560
suggest, 2, 1120
suitcase, 2, 16
sundae, 2, 2
sunlight, 2, 27
sunset, 2, 47
sunshine, 2, 24
super, 2, 1463
support, 2, 2398
supper, 2, 3
surely, 2, 98
surprised, 2, 241
swallow, 2, 38
swan, 2, 52
sweat, 2, 31
sweater, 2, 24
swing, 2, 160
symbol, 2, 156
system, 2, 1871
tail, 2, 82
tax, 2, 1102
tear, 2, 317
teen, 2, 102
teenage, 2, 85
teenager, 2, 211
temple, 2, 64
tenth, 2, 25
term, 2, 1682
terrible, 2, 127
text, 2, 460
theater, 2, 289
themselves, 2, 680
thief, 2, 18
thinking, 2, 432
thirsty, 2, 9
thirteenth, 2, 0
thirtieth, 2, 1
thought, 2, 1124
throat, 2, 49
thumb, 2, 48
tight, 2, 218
tiny, 2, 188
tip, 2, 298
title, 2, 1361
tire, 2, 47
tobacco, 2, 48
ton, 2, 111
tool, 2, 342
toothbrush, 2, 11
toothpaste, 2, 4
topic, 2, 187
total, 2, 796
tour, 2, 717
tourist, 2, 257
track, 2, 789
trade, 2, 980
traffic, 2, 345
truck, 2, 243
training, 2, 844
trick, 2, 178
trumpet, 2, 9
trust, 2, 386
truth, 2, 206
tube, 2, 43
tulip, 2, 10
tummy, 2, 1
turkey, 2, 437
twelfth, 2, 0
twentieth, 2, 6
twice, 2, 483
twin, 2, 123
unable, 2, 282
understanding, 2, 190
underwear, 2, 53
unhappy, 2, 60
uniform, 2, 139
university, 2, 1481
unless, 2, 277
upper, 2, 142
upstairs, 2, 24
valley, 2, 176
used, 2, 2105
valuable, 2, 147
value, 2, 932
view, 2, 963
violent, 2, 362
violet, 2, 17
vocabulary, 2, 8
volleyball, 2, 29
vote, 2, 968
waiter, 2, 6
waitress, 2, 7
walker, 2, 177
warn, 2, 638
warning, 2, 390
wealth, 2, 325
waste, 2, 189
weather, 2, 419
wedding, 2, 129
weekly, 2, 256
weigh, 2, 178
weight, 2, 183
western, 2, 895
wheel, 2, 139
whether, 2, 1687
whiskey, 2, 2
whole, 2, 706
willing, 2, 321
win, 2, 7443
wing, 2, 933
wipe, 2, 100
wire, 2, 111
wish, 2, 288
within, 2, 1114
wolf, 2, 73
wonder, 2, 264
wooden, 2, 53
wool, 2, 14
worker, 2, 873
worried, 2, 255
worse, 2, 296
worth, 2, 504
writer, 2, 264
writing, 2, 268
yeah, 2, 71
yet, 2, 1581
yourself, 2, 227
yourselves, 2, 4
youth, 2, 314
zero, 2, 194
absence, 3, 153
absolute, 3, 93
access, 3, 835
accompany, 3, 115
academic, 3, 101
according, 3, 3113
achieve, 3, 454
addition, 3, 382
additional, 3, 366
admit, 3, 505
adopt, 3, 244
advance, 3, 365
advantage, 3, 452
adviser, 3, 213
affair, 3, 299
affect, 3, 316
afford, 3, 197
agreement, 3, 837
aid, 3, 595
aircraft, 3, 329
airmail, 3, 0
alcohol, 3, 102
alarm, 3, 135
alike, 3, 53
aloud, 3, 14
although, 3, 1073
altogether, 3, 57
ambulance, 3, 74
analysis, 3, 359
angle, 3, 136
ankle, 3, 100
announcement, 3, 469
announcer, 3, 24
anyhow, 3, 0
appeal, 3, 627
anymore, 3, 105
application, 3, 231
appoint, 3, 227
appointment, 3, 92
approve, 3, 348
arch, 3, 27
argue, 3, 590
argument, 3, 222
arrest, 3, 1146
arrow, 3, 37
article, 3, 1044
ashamed, 3, 27
asparagus, 3, 0
assistance, 3, 218
assistant, 3, 303
atlas, 3, 15
atom, 3, 30
atomic, 3, 41
attach, 3, 95
attempt, 3, 2694
attitude, 3, 160
attract, 3, 327
attractive, 3, 99
author, 3, 465
audio, 3, 156
authority, 3, 1716
automatic, 3, 99
available, 3, 911
avenue, 3, 77
average, 3, 1085
avoid, 3, 556
babysitter, 3, 1
background, 3, 192
backyard, 3, 23
baggage, 3, 18
bakery, 3, 7
balcony, 3, 18
baking, 3, 5
banker, 3, 83
barber, 3, 12
bare, 3, 68
bargain, 3, 56
bark, 3, 17
basement, 3, 53
basis, 3, 238
bathe, 3, 3
bathtub, 3, 32
battery, 3, 155
beast, 3, 75
bedtime, 3, 8
beefsteak, 3, 0
beg, 3, 53
beginner, 3, 5
being, 3, 4070
belief, 3, 222
believer, 3, 33
beneath, 3, 51
benefit, 3, 776
besides, 3, 84
bet, 3, 192
Bible, 3, 19
bind, 3, 21
biscuit, 3, 14
bitter, 3, 71
blank, 3, 67
bless, 3, 16
blouse, 3, 4
boast, 3, 101
bold, 3, 102
bomb, 3, 483
bookcase, 3, 2
bookseller, 3, 3
bookshelf, 3, 2
border, 3, 978
bore, 3, 35
bored, 3, 19
bound, 3, 143
bowling, 3, 60
boxer, 3, 49
boxing, 3, 73
brand, 3, 1197
breast, 3, 67
breed, 3, 49
brightly, 3, 13
broccoli, 3, 1
brow, 3, 3
bubble, 3, 73
bucket, 3, 32
bull, 3, 129
bullet, 3, 182
burger, 3, 155
bunch, 3, 92
bury, 3, 225
busily, 3, 2
businesswoman, 3, 6
cabbage, 3, 2
cafeteria, 3, 11
calm, 3, 186
calmly, 3, 28
cancel, 3, 298
carbon, 3, 209
canoe, 3, 16
career, 3, 1202
careless, 3, 2
carpet, 3, 57
carriage, 3, 6
carrot, 3, 13
cart, 3, 36
cassette, 3, 1
casual, 3, 101
celebrate, 3, 364
cell, 3, 655
celebration, 3, 189
ceremony, 3, 317
chairman, 3, 507
challenge, 3, 1051
channel, 3, 424
chapel, 3, 27
chart, 3, 145
chase, 3, 218
cheerful, 3, 7
chemical, 3, 163
childhood, 3, 119
chimney, 3, 6
chimpanzee, 3, 6
chin, 3, 22
Christ, 3, 23
circus, 3, 32
classic, 3, 261
cleaner, 3, 49
cleanly, 3, 5
client, 3, 320
cliff, 3, 46
climate, 3, 709
climbing, 3, 79
closed, 3, 475
closely, 3, 261
clothe, 3, 2
clothing, 3, 147
cocktail, 3, 23
coffeepot, 3, 0
cola, 3, 42
collar, 3, 20
collector, 3, 41
comb, 3, 16
combination, 3, 156
comfortably, 3, 35
comment, 3, 1507
committee, 3, 706
commercial, 3, 535
communicate, 3, 152
communication, 3, 369
community, 3, 1206
compact, 3, 24
competition, 3, 760
complaint, 3, 323
complex, 3, 296
composition, 3, 37
concern, 3, 1021
conduct, 3, 528
confidence, 3, 405
connect, 3, 212
confirm, 3, 252
connection, 3, 362
conscious, 3, 44
consider, 3, 963
considerable, 3, 55
contact, 3, 634
continent, 3, 172
contract, 3, 640
convenient, 3, 27
cough, 3, 54
costume, 3, 67
countryside, 3, 29
covering, 3, 128
crack, 3, 115
crayon, 3, 3
creative, 3, 155
creature, 3, 53
credit, 3, 611
criminal, 3, 562
crop, 3, 160
crime, 3, 749
cruel, 3, 57
crush, 3, 87
cupboard, 3, 6
cure, 3, 66
curl, 3, 45
curry, 3, 31
cushion, 3, 20
cutter, 3, 23
darkness, 3, 32
data, 3, 2370
dawn, 3, 214
daytime, 3, 17
deck, 3, 42
decrease, 3, 115
deer, 3, 15
defeat, 3, 870
delay, 3, 1022
delight, 3, 41
delighted, 3, 140
democracy, 3, 412
democratic, 3, 391
description, 3, 67
deserve, 3, 144
desire, 3, 189
determine, 3, 279
development, 3, 865
device, 3, 1303
devil, 3, 29
diet, 3, 75
differently, 3, 79
director, 3, 1573
dirt, 3, 48
disappoint, 3, 21
disappointment, 3, 87
discovery, 3, 193
dismiss, 3, 243
display, 3, 466
distribution, 3, 134
document, 3, 572
doing, 3, 1131
domestic, 3, 541
dramatic, 3, 201
drawer, 3, 8
drawing, 3, 215
drugstore, 3, 2
drum, 3, 38
duck, 3, 83
due, 3, 1009
dull, 3, 31
eager, 3, 98
eagle, 3, 52
earthquake, 3, 65
ease, 3, 282
eastern, 3, 775
economic, 3, 1809
economy, 3, 1959
educational, 3, 81
effective, 3, 273
elect, 3, 249
election, 3, 1622
element, 3, 237
elsewhere, 3, 282
emotion, 3, 141
employ, 3, 166
employee, 3, 713
employer, 3, 164
employment, 3, 151
encourage, 3, 350
entertain, 3, 22
engineering, 3, 117
entertainment, 3, 253
entire, 3, 399
entirely, 3, 209
environment, 3, 416
equally, 3, 109
equipment, 3, 343
escalator, 3, 2
essay, 3, 46
essential, 3, 130
establish, 3, 524
evidence, 3, 819
evil, 3, 79
exception, 3, 97
exchange, 3, 1053
excite, 3, 9
excited, 3, 197
excitement, 3, 73
expense, 3, 213
experiment, 3, 212
expert, 3, 867
explanation, 3, 137
explore, 3, 222
explorer, 3, 36
export, 3, 347
expression, 3, 236
extra, 3, 459
extremely, 3, 291
eyebrow, 3, 31
failure, 3, 313
fairly, 3, 106
fairy, 3, 20
faith, 3, 294
fancy, 3, 47
farther, 3, 42
fashionable, 3, 19
feather, 3, 31
feature, 3, 1032
fee, 3, 323
fever, 3, 80
file, 3, 450
finance, 3, 583
financial, 3, 1667
firefighter, 3, 26
fireplace, 3, 5
fixed, 3, 123
flash, 3, 109
firstly, 3, 15
flock, 3, 60
flour, 3, 10
flute, 3, 3
fog, 3, 32
folk, 3, 99
fond, 3, 18
forth, 3, 57
fortunately, 3, 31
fortune, 3, 244
found, 3, 2333
foundation, 3, 357
fountain, 3, 33
frame, 3, 165
frank, 3, 172
freezer, 3, 23
frighten, 3, 4
frightened, 3, 30
fry, 3, 80
fully, 3, 348
function, 3, 171
fund, 3, 931
funeral, 3, 161
fur, 3, 18
gang, 3, 186
gap, 3, 310
garlic, 3, 5
gasoline, 3, 99
generation, 3, 486
gently, 3, 20
geography, 3, 19
glance, 3, 61
global, 3, 1667
goalkeeper, 3, 276
glue, 3, 37
goat, 3, 34
goods, 3, 266
goose, 3, 28
gossip, 3, 22
government, 3, 6552
governor, 3, 277
grace, 3, 72
gradually, 3, 82
graduate, 3, 156
gram, 3, 23
grandchild, 3, 60
grant, 3, 418
grave, 3, 144
greet, 3, 95
grip, 3, 143
grown, 3, 213
growth, 3, 1551
guilty, 3, 337
guy, 3, 587
handbag, 3, 15
handy, 3, 22
happening, 3, 227
harmony, 3, 20
harp, 3, 9
hawk, 3, 74
hearing, 3, 305
heel, 3, 82
helmet, 3, 62
helpless, 3, 22
hen, 3, 10
highway, 3, 104
hint, 3, 124
hip, 3, 81
homemade, 3, 19
hometown, 3, 81
honor, 3, 286
hopeful, 3, 119
hopeless, 3, 7
horizon, 3, 72
horn, 3, 35
horrible, 3, 54
horror, 3, 106
housewife, 3, 4
housework, 3, 0
housing, 3, 212
huge, 3, 776
humor, 3, 69
hundredth, 3, 5
hunger, 3, 73
hunter, 3, 65
ideal, 3, 108
identify, 3, 645
ignore, 3, 206
impact, 3, 726
import, 3, 311
impress, 3, 105
improvement, 3, 257
including, 3, 3123
income, 3, 695
increase, 3, 2015
indeed, 3, 259
independent, 3, 485
index, 3, 364
individual, 3, 637
indoor, 3, 58
indoors, 3, 11
industrial, 3, 233
influence, 3, 418
informal, 3, 44
injury, 3, 1209
inner, 3, 51
insist, 3, 405
instant, 3, 86
institution, 3, 359
instruction, 3, 81
instrument, 3, 87
insurance, 3, 304
intelligence, 3, 838
intention, 3, 178
interrupt, 3, 56
interview, 3, 1251
introduction, 3, 92
issue, 3, 2366
invent, 3, 61
item, 3, 354
jail, 3, 336
jar, 3, 15
jaw, 3, 42
jealous, 3, 10
jeep, 3, 35
jelly, 3, 5
jewel, 3, 15
joint, 3, 330
journal, 3, 312
justice, 3, 556
journalist, 3, 974
kangaroo, 3, 8
keen, 3, 156
ketchup, 3, 7
kettle, 3, 9
keyboard, 3, 57
killing, 3, 815
kindly, 3, 5
kindness, 3, 16
kingdom, 3, 342
kite, 3, 7
kitten, 3, 15
kitty, 3, 26
kiwi, 3, 8
knit, 3, 27
known, 3, 1622
koala, 3, 23
label, 3, 205
ladder, 3, 16
lamb, 3, 31
landing, 3, 179
lane, 3, 145
lap, 3, 57
largely, 3, 431
lately, 3, 61
latest, 3, 1128
lawn, 3, 33
leading, 3, 857
league, 3, 2412
lean, 3, 54
learned, 3, 276
learning, 3, 215
lecture, 3, 34
leisure, 3, 21
legal, 3, 624
lemonade, 3, 9
lens, 3, 65
lettuce, 3, 2
liberty, 3, 106
license, 3, 125
lid, 3, 17
lifestyle, 3, 60
lightly, 3, 33
lightning, 3, 59
lily, 3, 23
link, 3, 1069
listener, 3, 36
liter, 3, 29
literature, 3, 43
living, 3, 665
loaf, 3, 9
loan, 3, 1044
location, 3, 447
loose, 3, 109
lord, 3, 110
loss, 3, 987
lost, 3, 1515
lover, 3, 58
loving, 3, 44
lower, 3, 1009
loyal, 3, 94
loyalty, 3, 90
luggage, 3, 17
lung, 3, 54
lunchtime, 3, 16
madam, 3, 2
mailman, 3, 0
mainly, 3, 239
maintain, 3, 461
major, 3, 1783
majority, 3, 542
management, 3, 366
marriage, 3, 217
mask, 3, 164
means, 3, 939
meantime, 3, 51
media, 3, 3765
melody, 3, 13
membership, 3, 102
mental, 3, 153
merchant, 3, 50
merely, 3, 101
merit, 3, 55
microphone, 3, 38
military, 3, 2303
mineral, 3, 37
minister, 3, 2987
minor, 3, 135
ministry, 3, 782
missing, 3, 401
mistaken, 3, 22
mixer, 3, 0
moonlight, 3, 5
moral, 3, 87
moreover, 3, 54
mostly, 3, 488
motion, 3, 161
motorcycle, 3, 33
motorboat, 3, 0
mount, 3, 195
moustache, 3, 8
moving, 3, 458
muscle, 3, 79
mushroom, 3, 12
mustard, 3, 1
mysterious, 3, 71
naked, 3, 69
napkin, 3, 1
necessity, 3, 35
needless, 3, 14
negative, 3, 276
neglect, 3, 58
nerve, 3, 79
neighborhood, 3, 232
network, 3, 1057
nickname, 3, 112
nonsense, 3, 53
northern, 3, 691
novel, 3, 200
observation, 3, 76
observe, 3, 163
obvious, 3, 159
occupy, 3, 147
occur, 3, 387
odd, 3, 169
offend, 3, 94
offense, 3, 183
olive, 3, 34
omelette, 3, 2
onto, 3, 246
opening, 3, 785
operate, 3, 375
operation, 3, 1051
operator, 3, 211
opportunity, 3, 938
oppose, 3, 338
option, 3, 507
orchestra, 3, 38
ordinary, 3, 140
organ, 3, 37
organization, 3, 940
original, 3, 496
otherwise, 3, 180
outdoor, 3, 48
overcoat, 3, 5
overnight, 3, 148
pace, 3, 419
paid, 3, 713
pale, 3, 24
palm, 3, 111
pancake, 3, 6
paradise, 3, 35
parcel, 3, 37
parking, 3, 107
particularly, 3, 696
partner, 3, 678
passion, 3, 109
pat, 3, 69
patch, 3, 53
patience, 3, 73
patrol, 3, 109
payment, 3, 339
pear, 3, 3
pence, 3, 10
penny, 3, 34
per, 3, 1026
percentage, 3, 205
perfectly, 3, 76
performance, 3, 1035
permanent, 3, 140
permission, 3, 126
personality, 3, 126
photography, 3, 49
phrase, 3, 107
physical, 3, 279
pianist, 3, 20
physics, 3, 115
pigeon, 3, 7
pile, 3, 78
pill, 3, 57
pitcher, 3, 57
pistol, 3, 70
pity, 3, 15
planning, 3, 382
plum, 3, 4
playground, 3, 38
plus, 3, 374
poetry, 3, 53
pointed, 3, 245
political, 3, 1913
politician, 3, 407
politics, 3, 438
pop, 3, 281
population, 3, 715
porch, 3, 9
pose, 3, 356
possess, 3, 54
possibly, 3, 217
postcard, 3, 7
postman, 3, 1
practically, 3, 42
prayer, 3, 162
presence, 3, 291
pressure, 3, 999
pretend, 3, 64
previous, 3, 1024
principal, 3, 90
principle, 3, 173
printer, 3, 62
probable, 3, 28
producer, 3, 439
production, 3, 617
profession, 3, 25
project, 3, 1335
promising, 3, 151
properly, 3, 131
property, 3, 739
proposal, 3, 492
protest, 3, 998
pub, 3, 39
pudding, 3, 5
pump, 3, 164
pumpkin, 3, 9
punishment, 3, 231
quality, 3, 521
quarrel, 3, 8
raincoat, 3, 5
range, 3, 872
rapidly, 3, 154
rare, 3, 295
rarely, 3, 159
ray, 3, 162
reaction, 3, 327
reading, 3, 441
reality, 3, 495
receipt, 3, 30
recent, 3, 2027
recognize, 3, 294
recommend, 3, 138
recorder, 3, 168
reduce, 3, 484
reflect, 3, 440
refer, 3, 539
reform, 3, 635
refrigerator, 3, 26
refuse, 3, 438
regret, 3, 129
regulation, 3, 341
reject, 3, 474
relate, 3, 95
relation, 3, 502
relationship, 3, 576
relative, 3, 307
relax, 3, 34
release, 3, 2860
relief, 3, 179
religion, 3, 303
religious, 3, 527
rely, 3, 327
remind, 3, 169
rent, 3, 143
replace, 3, 990
represent, 3, 704
research, 3, 1500
require, 3, 2099
respond, 3, 696
response, 3, 817
responsibility, 3, 488
retire, 3, 94
review, 3, 586
revolution, 3, 194
reward, 3, 249
rhythm, 3, 53
rid, 3, 70
rival, 3, 743
risk, 3, 1126
roast, 3, 18
rob, 3, 179
robber, 3, 5
robe, 3, 18
rod, 3, 104
romantic, 3, 52
roughly, 3, 291
rub, 3, 31
rubber, 3, 34
rude, 3, 25
ruin, 3, 136
sack, 3, 86
sadly, 3, 55
safely, 3, 81
sake, 3, 65
sales, 3, 1402
salesman, 3, 7
sample, 3, 165
sandal, 3, 5
satisfy, 3, 39
saucer, 3, 3
sausage, 3, 17
saw, 3, 1038
saving, 3, 341
scale, 3, 449
schedule, 3, 549
scissors, 3, 6
screen, 3, 580
scarf, 3, 31
screw, 3, 17
seafood, 3, 9
search, 3, 614
seashore, 3, 0
seaside, 3, 12
section, 3, 250
secondly, 3, 14
security, 3, 2854
seed, 3, 417
seek, 3, 1173
seldom, 3, 20
select, 3, 227
selection, 3, 181
self, 3, 551
selfish, 3, 18
senior, 3, 902
sensible, 3, 35
series, 3, 1412
sensitive, 3, 199
seriously, 3, 247
setting, 3, 346
settle, 3, 167
sexual, 3, 253
shame, 3, 89
sharply, 3, 149
shave, 3, 36
shelf, 3, 80
shell, 3, 430
shy, 3, 93
shopkeeper, 3, 5
sickness, 3, 14
sigh, 3, 16
signature, 3, 123
silently, 3, 5
simply, 3, 547
sincere, 3, 23
sincerely, 3, 17
singing, 3, 80
sketch, 3, 45
situation, 3, 985
sketchbook, 3, 1
slave, 3, 66
skill, 3, 313
slice, 3, 53
slight, 3, 87
slightly, 3, 306
smart, 3, 289
slope, 3, 49
soil, 3, 139
softly, 3, 7
somehow, 3, 97
sometime, 3, 37
somewhat, 3, 130
sore, 3, 40
soul, 3, 89
sour, 3, 40
southern, 3, 462
specially, 3, 34
specialist, 3, 129
specific, 3, 336
speedy, 3, 25
spice, 3, 18
split, 3, 151
spoil, 3, 37
spin, 3, 155
spy, 3, 265
sportsman, 3, 18
staff, 3, 674
stadium, 3, 577
statement, 3, 1900
statue, 3, 66
steady, 3, 148
stewardess, 3, 0
stock, 3, 1330
stiff, 3, 52
stolen, 3, 110
stocking, 3, 10
stove, 3, 8
stress, 3, 342
strict, 3, 163
string, 3, 175
structure, 3, 282
stroke, 3, 146
suck, 3, 26
sufficient, 3, 91
suffering, 3, 249
studio, 3, 270
suggestion, 3, 140
suitable, 3, 50
sunny, 3, 37
sum, 3, 103
sunrise, 3, 14
supply, 3, 553
supporter, 3, 597
surface, 3, 397
suppose, 3, 18
surprising, 3, 145
surround, 3, 157
suspect, 3, 824
survive, 3, 386
swear, 3, 96
sweatshirt, 3, 12
swimmer, 3, 23
swell, 3, 27
sweep, 3, 189
sympathy, 3, 102
tablecloth, 3, 0
tailor, 3, 49
tank, 3, 275
tale, 3, 127
talent, 3, 235
tap, 3, 218
teaching, 3, 112
target, 3, 1524
teammate, 3, 164
teacup, 3, 1
teapot, 3, 4
technical, 3, 215
technique, 3, 240
technology, 3, 1291
telegram, 3, 5
telescope, 3, 96
temper, 3, 39
temperature, 3, 348
temporary, 3, 134
tend, 3, 274
terribly, 3, 23
theory, 3, 284
therefore, 3, 138
threat, 3, 1170
thread, 3, 34
threaten, 3, 549
throughout, 3, 454
thunder, 3, 91
thus, 3, 132
timetable, 3, 28
tightly, 3, 47
toast, 3, 22
tin, 3, 12
tone, 3, 115
totally, 3, 155
toss, 3, 60
tough, 3, 678
tradition, 3, 170
traditional, 3, 453
translate, 3, 154
transfer, 3, 522
transport, 3, 278
trap, 3, 158
traveler, 3, 113
tray, 3, 2
treasure, 3, 46
treat, 3, 504
trend, 3, 440
trousers, 3, 25
trial, 3, 735
triangle, 3, 12
trunk, 3, 18
truly, 3, 170
tune, 3, 111
typewriter, 3, 1
twist, 3, 77
typist, 3, 0
typical, 3, 125
ugly, 3, 77
underground, 3, 81
underneath, 3, 46
unexpected, 3, 120
unfortunate, 3, 56
union, 3, 1122
unique, 3, 203
unit, 3, 496
universe, 3, 114
unknown, 3, 131
unlucky, 3, 17
unusual, 3, 211
upset, 3, 224
useless, 3, 13
user, 3, 964
vague, 3, 24
variety, 3, 202
various, 3, 350
vast, 3, 257
vase, 3, 12
vehicle, 3, 862
vest, 3, 40
victim, 3, 765
victory, 3, 1367
vinegar, 3, 1
violinist, 3, 4
violence, 3, 970
visa, 3, 114
vision, 3, 200
visual, 3, 74
volume, 3, 163
vitamin, 3, 10
wage, 3, 665
